"Indicador","Fuente","País","Año","Valor","Unidad"
"Capacidad instalada por fuente","Total","Panamá","2004","1508.2","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2005","846","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2005","662.1","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2005","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2005","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2005","","MW"
"Capacidad instalada por fuente","Solar","Panamá","2005","","MW"
"Capacidad instalada por fuente","Otros","Panamá","2005","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2005","","MW"
"Capacidad instalada por fuente","Total","Panamá","2005","1508.1","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2006","846.5","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2006","620.8","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2006","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2006","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2006","","MW"
"Capacidad instalada por fuente","Solar","Panamá","2006","","MW"
"Capacidad instalada por fuente","Otros","Panamá","2006","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2006","","MW"
"Capacidad instalada por fuente","Total","Panamá","2006","1467.3","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2007","846.5","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2007","664.2","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2007","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2007","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2007","","MW"
"Capacidad instalada por fuente","Solar","Panamá","2007","","MW"
"Capacidad instalada por fuente","Otros","Panamá","2007","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2007","","MW"
"Capacidad instalada por fuente","Total","Panamá","2007","1510.7","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2008","869","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2008","787.2","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2008","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2008","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2008","","MW"
"Capacidad instalada por fuente","Solar","Panamá","2008","","MW"
"Capacidad instalada por fuente","Otros","Panamá","2008","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2008","","MW"
"Capacidad instalada por fuente","Total","Panamá","2008","1656.2","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2009","878.9","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2009","937.6","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2009","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2009","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2009","","MW"
"Capacidad instalada por fuente","Solar","Panamá","2009","","MW"
"Capacidad instalada por fuente","Otros","Panamá","2009","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2009","","MW"
"Capacidad instalada por fuente","Total","Panamá","2009","1816.5","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2010","936.8","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2010","1037.6","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2010","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2010","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2010","","MW"
"Capacidad instalada por fuente","Solar","Panamá","2010","","MW"
"Capacidad instalada por fuente","Otros","Panamá","2010","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2010","","MW"
"Capacidad instalada por fuente","Total","Panamá","2010","1974.4","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2011","1352.4","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2011","991.9","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2011","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2011","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2011","","MW"
"Capacidad instalada por fuente","Solar","Panamá","2011","","MW"
"Capacidad instalada por fuente","Otros","Panamá","2011","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2011","","MW"
"Capacidad instalada por fuente","Total","Panamá","2011","2344.3","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2012","1469.1","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2012","949.5","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2012","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2012","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2012","","MW"
"Capacidad instalada por fuente","Solar","Panamá","2012","","MW"
"Capacidad instalada por fuente","Otros","Panamá","2012","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2012","","MW"
"Capacidad instalada por fuente","Total","Panamá","2012","2418.6","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2013","1493.8","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2013","1041.8","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2013","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2013","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2013","20","MW"
"Capacidad instalada por fuente","Solar","Panamá","2013","","MW"
"Capacidad instalada por fuente","Otros","Panamá","2013","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2013","","MW"
"Capacidad instalada por fuente","Total","Panamá","2013","2555.6","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2014","1623.4","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2014","1147.8","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2014","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2014","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2014","55","MW"
"Capacidad instalada por fuente","Solar","Panamá","2014","2.4","MW"
"Capacidad instalada por fuente","Otros","Panamá","2014","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2014","","MW"
"Capacidad instalada por fuente","Total","Panamá","2014","2828.6","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2015","1726","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2015","1202.2","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2015","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2015","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2015","252.5","MW"
"Capacidad instalada por fuente","Solar","Panamá","2015","43.2","MW"
"Capacidad instalada por fuente","Otros","Panamá","2015","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2015","","MW"
"Capacidad instalada por fuente","Total","Panamá","2015","3223.9","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2016","1768.7","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2016","1234.7","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2016","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2016","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2016","270","MW"
"Capacidad instalada por fuente","Solar","Panamá","2016","89.3","MW"
"Capacidad instalada por fuente","Otros","Panamá","2016","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2016","8.1","MW"
"Capacidad instalada por fuente","Total","Panamá","2016","3370.8","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2017","1777.3","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2017","1224.9","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2017","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2017","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2017","270","MW"
"Capacidad instalada por fuente","Solar","Panamá","2017","143","MW"
"Capacidad instalada por fuente","Otros","Panamá","2017","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2017","8.1","MW"
"Capacidad instalada por fuente","Total","Panamá","2017","3423.3","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2018","1776.7","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2018","1908.9","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2018","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2018","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2018","270","MW"
"Capacidad instalada por fuente","Solar","Panamá","2018","188.9","MW"
"Capacidad instalada por fuente","Otros","Panamá","2018","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2018","8.1","MW"
"Capacidad instalada por fuente","Total","Panamá","2018","4152.6","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2019","1795.5","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2019","1819.4","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2019","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2019","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2019","270","MW"
"Capacidad instalada por fuente","Solar","Panamá","2019","197.9","MW"
"Capacidad instalada por fuente","Otros","Panamá","2019","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2019","8.1","MW"
"Capacidad instalada por fuente","Total","Panamá","2019","4090.9","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2020","1821.2","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2020","1819.4","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2020","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2020","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2020","270","MW"
"Capacidad instalada por fuente","Solar","Panamá","2020","213","MW"
"Capacidad instalada por fuente","Otros","Panamá","2020","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2020","8.1","MW"
"Capacidad instalada por fuente","Total","Panamá","2020","4131.7","MW"
"Capacidad instalada por fuente","Hidro","Panamá","2021","1821.2","MW"
"Capacidad instalada por fuente","Térmica no renovable","Panamá","2021","1698.5","MW"
"Capacidad instalada por fuente","Nuclear","Panamá","2021","","MW"
"Capacidad instalada por fuente","Geotermia","Panamá","2021","","MW"
"Capacidad instalada por fuente","Eólica","Panamá","2021","270","MW"
"Capacidad instalada por fuente","Solar","Panamá","2021","440.6","MW"
"Capacidad instalada por fuente","Otros","Panamá","2021","","MW"
"Capacidad instalada por fuente","Térmica renovable","Panamá","2021","8.1","MW"
"Capacidad instalada por fuente","Total","Panamá","2021","4238.4","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2000","7410","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2000","6.1","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2000","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2000","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2000","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2000","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2000","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2000","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2000","7416.1","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2001","7410","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2001","6.1","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2001","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2001","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2001","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2001","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2001","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2001","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2001","7416.1","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2002","7410","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2002","6.1","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2002","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2002","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2002","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2002","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2002","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2002","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2002","7416.1","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2003","7410","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2003","6.1","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2003","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2003","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2003","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2003","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2003","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2003","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2003","7416.1","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2004","7410","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2004","6.1","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2004","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2004","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2004","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2004","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2004","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2004","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2004","7416.1","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2005","7410","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2005","6.1","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2005","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2005","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2005","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2005","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2005","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2005","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2005","7416.1","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2006","7410","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2006","6.1","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2006","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2006","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2006","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2006","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2006","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2006","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2006","7416.1","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2007","8110","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2007","6.1","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2007","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2007","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2007","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2007","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2007","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2007","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2007","8116.1","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2008","8110","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2008","6.1","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2008","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2008","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2008","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2008","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2008","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2008","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2008","8116.1","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2009","8110","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2009","6.1","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2009","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2009","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2009","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2009","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2009","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2009","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2009","8116.1","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2010","8110","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2010","6.1","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2010","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2010","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2010","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2010","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2010","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2010","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2010","8116.1","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2011","8110","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2011","6.1","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2011","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2011","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2011","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2011","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2011","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2011","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2011","8116.1","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2012","8760","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2012","6.1","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2012","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2012","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2012","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2012","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2012","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2012","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2012","8766.1","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2013","8760","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2013","14.7","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2013","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2013","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2013","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2013","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2013","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2013","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2013","8774.7","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2014","8760","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2014","14.7","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2014","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2014","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2014","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2014","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2014","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2014","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2014","8774.7","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2015","8760","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2015","14.7","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2015","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2015","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2015","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2015","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2015","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2015","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2015","8774.7","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2016","8760","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2016","0.5","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2016","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2016","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2016","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2016","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2016","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2016","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2016","8760.5","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2017","8760","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2017","0.5","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2017","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2017","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2017","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2017","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2017","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2017","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2017","8760.5","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2018","8760","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2018","0.5","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2018","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2018","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2018","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2018","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2018","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2018","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2018","8760.5","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2019","8772","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2019","0.5","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2019","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2019","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2019","","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2019","","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2019","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2019","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2019","8772.5","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2020","8772","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2020","0.5","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2020","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2020","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2020","0.055","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2020","0.1504","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2020","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2020","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2020","8772.7054","MW"
"Capacidad instalada por fuente","Hidro","Paraguay","2021","8760","MW"
"Capacidad instalada por fuente","Térmica no renovable","Paraguay","2021","0.5","MW"
"Capacidad instalada por fuente","Nuclear","Paraguay","2021","","MW"
"Capacidad instalada por fuente","Geotermia","Paraguay","2021","","MW"
"Capacidad instalada por fuente","Eólica","Paraguay","2021","0.055","MW"
"Capacidad instalada por fuente","Solar","Paraguay","2021","0.1504","MW"
"Capacidad instalada por fuente","Otros","Paraguay","2021","","MW"
"Capacidad instalada por fuente","Térmica renovable","Paraguay","2021","","MW"
"Capacidad instalada por fuente","Total","Paraguay","2021","8760.7054","MW"
"Capacidad instalada por fuente","Hidro","Perú","2000","2856.825","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2000","3208.664","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2000","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2000","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2000","0.7","MW"
"Capacidad instalada por fuente","Solar","Perú","2000","","MW"
"Capacidad instalada por fuente","Otros","Perú","2000","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2000","","MW"
"Capacidad instalada por fuente","Total","Perú","2000","6066.189","MW"
"Capacidad instalada por fuente","Hidro","Perú","2001","2966.328","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2001","2916.665","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2001","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2001","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2001","0.7","MW"
"Capacidad instalada por fuente","Solar","Perú","2001","","MW"
"Capacidad instalada por fuente","Otros","Perú","2001","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2001","23","MW"
"Capacidad instalada por fuente","Total","Perú","2001","5906.693","MW"
"Capacidad instalada por fuente","Hidro","Perú","2002","2996.471","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2002","2915.362","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2002","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2002","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2002","0.7","MW"
"Capacidad instalada por fuente","Solar","Perú","2002","","MW"
"Capacidad instalada por fuente","Otros","Perú","2002","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2002","23","MW"
"Capacidad instalada por fuente","Total","Perú","2002","5935.533","MW"
"Capacidad instalada por fuente","Hidro","Perú","2003","3032.307","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2003","2914.056","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2003","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2003","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2003","0.7","MW"
"Capacidad instalada por fuente","Solar","Perú","2003","","MW"
"Capacidad instalada por fuente","Otros","Perú","2003","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2003","23","MW"
"Capacidad instalada por fuente","Total","Perú","2003","5970.063","MW"
"Capacidad instalada por fuente","Hidro","Perú","2004","3055.8676","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2004","2936.751","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2004","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2004","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2004","0.7","MW"
"Capacidad instalada por fuente","Solar","Perú","2004","","MW"
"Capacidad instalada por fuente","Otros","Perú","2004","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2004","23","MW"
"Capacidad instalada por fuente","Total","Perú","2004","6016.3186","MW"
"Capacidad instalada por fuente","Hidro","Perú","2005","3207.0616","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2005","2969.764","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2005","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2005","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2005","0.7","MW"
"Capacidad instalada por fuente","Solar","Perú","2005","","MW"
"Capacidad instalada por fuente","Otros","Perú","2005","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2005","23","MW"
"Capacidad instalada por fuente","Total","Perú","2005","6200.5256","MW"
"Capacidad instalada por fuente","Hidro","Perú","2006","3216.0026","MW"
