"Indicador","Fuente","País","Año","Valor","Unidad"
"Capacidad instalada por fuente","Nuclear","Belice","2004","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2004","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2004","","MW"
"Capacidad instalada por fuente","Solar","Belice","2004","","MW"
"Capacidad instalada por fuente","Otros","Belice","2004","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2004","","MW"
"Capacidad instalada por fuente","Total","Belice","2004","60.6","MW"
"Capacidad instalada por fuente","Hidro","Belice","2005","25","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2005","29.5","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2005","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2005","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2005","","MW"
"Capacidad instalada por fuente","Solar","Belice","2005","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2005","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2005","6","MW"
"Capacidad instalada por fuente","Total","Belice","2005","60.98","MW"
"Capacidad instalada por fuente","Hidro","Belice","2006","43","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2006","22.9","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2006","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2006","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2006","","MW"
"Capacidad instalada por fuente","Solar","Belice","2006","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2006","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2006","6","MW"
"Capacidad instalada por fuente","Total","Belice","2006","72.38","MW"
"Capacidad instalada por fuente","Hidro","Belice","2007","46","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2007","22.2","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2007","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2007","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2007","","MW"
"Capacidad instalada por fuente","Solar","Belice","2007","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2007","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2007","6","MW"
"Capacidad instalada por fuente","Total","Belice","2007","74.68","MW"
"Capacidad instalada por fuente","Hidro","Belice","2008","46","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2008","23","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2008","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2008","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2008","","MW"
"Capacidad instalada por fuente","Solar","Belice","2008","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2008","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2008","6","MW"
"Capacidad instalada por fuente","Total","Belice","2008","75.48","MW"
"Capacidad instalada por fuente","Hidro","Belice","2009","46","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2009","64.95","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2009","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2009","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2009","","MW"
"Capacidad instalada por fuente","Solar","Belice","2009","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2009","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2009","27.5","MW"
"Capacidad instalada por fuente","Total","Belice","2009","138.93","MW"
"Capacidad instalada por fuente","Hidro","Belice","2010","53","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2010","63.55","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2010","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2010","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2010","","MW"
"Capacidad instalada por fuente","Solar","Belice","2010","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2010","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2010","27.5","MW"
"Capacidad instalada por fuente","Total","Belice","2010","144.53","MW"
"Capacidad instalada por fuente","Hidro","Belice","2011","53","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2011","63.6","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2011","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2011","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2011","","MW"
"Capacidad instalada por fuente","Solar","Belice","2011","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2011","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2011","27.5","MW"
"Capacidad instalada por fuente","Total","Belice","2011","144.58","MW"
"Capacidad instalada por fuente","Hidro","Belice","2012","53","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2012","63.6","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2012","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2012","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2012","","MW"
"Capacidad instalada por fuente","Solar","Belice","2012","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2012","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2012","27.5","MW"
"Capacidad instalada por fuente","Total","Belice","2012","144.58","MW"
"Capacidad instalada por fuente","Hidro","Belice","2013","54.5","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2013","60.4","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2013","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2013","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2013","","MW"
"Capacidad instalada por fuente","Solar","Belice","2013","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2013","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2013","27.5","MW"
"Capacidad instalada por fuente","Total","Belice","2013","142.88","MW"
"Capacidad instalada por fuente","Hidro","Belice","2014","54.5","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2014","71.1","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2014","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2014","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2014","","MW"
"Capacidad instalada por fuente","Solar","Belice","2014","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2014","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2014","27.5","MW"
"Capacidad instalada por fuente","Total","Belice","2014","153.58","MW"
"Capacidad instalada por fuente","Hidro","Belice","2015","54.5","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2015","71.1","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2015","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2015","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2015","","MW"
"Capacidad instalada por fuente","Solar","Belice","2015","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2015","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2015","27.5","MW"
"Capacidad instalada por fuente","Total","Belice","2015","153.58","MW"
"Capacidad instalada por fuente","Hidro","Belice","2016","51.3","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2016","46.7","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2016","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2016","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2016","","MW"
"Capacidad instalada por fuente","Solar","Belice","2016","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2016","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2016","13.5","MW"
"Capacidad instalada por fuente","Total","Belice","2016","111.98","MW"
"Capacidad instalada por fuente","Hidro","Belice","2017","51.3","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2017","46.7","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2017","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2017","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2017","","MW"
"Capacidad instalada por fuente","Solar","Belice","2017","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2017","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2017","21.5","MW"
"Capacidad instalada por fuente","Total","Belice","2017","119.98","MW"
"Capacidad instalada por fuente","Hidro","Belice","2018","51.3","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2018","46.7","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2018","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2018","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2018","","MW"
"Capacidad instalada por fuente","Solar","Belice","2018","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2018","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2018","21.5","MW"
"Capacidad instalada por fuente","Total","Belice","2018","119.98","MW"
"Capacidad instalada por fuente","Hidro","Belice","2019","54.65","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2019","55.3","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2019","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2019","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2019","","MW"
"Capacidad instalada por fuente","Solar","Belice","2019","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2019","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2019","21.5","MW"
"Capacidad instalada por fuente","Total","Belice","2019","131.93","MW"
"Capacidad instalada por fuente","Hidro","Belice","2020","54.65","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2020","54.4","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2020","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2020","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2020","","MW"
"Capacidad instalada por fuente","Solar","Belice","2020","0.48","MW"
"Capacidad instalada por fuente","Otros","Belice","2020","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2020","21.5","MW"
"Capacidad instalada por fuente","Total","Belice","2020","131.03","MW"
"Capacidad instalada por fuente","Hidro","Belice","2021","54.65","MW"
"Capacidad instalada por fuente","Térmica no renovable","Belice","2021","54.4","MW"
"Capacidad instalada por fuente","Nuclear","Belice","2021","","MW"
"Capacidad instalada por fuente","Geotermia","Belice","2021","","MW"
"Capacidad instalada por fuente","Eólica","Belice","2021","","MW"
"Capacidad instalada por fuente","Solar","Belice","2021","4.4","MW"
"Capacidad instalada por fuente","Otros","Belice","2021","","MW"
"Capacidad instalada por fuente","Térmica renovable","Belice","2021","21.5","MW"
"Capacidad instalada por fuente","Total","Belice","2021","134.95","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2000","356.6423000648","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2000","890.56504592705","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2000","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2000","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2000","0","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2000","0","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2000","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2000","0","MW"
"Capacidad instalada por fuente","Total","Bolivia","2000","1247.2073459918","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2001","372.28329961002","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2001","880.23104307353","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2001","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2001","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2001","0","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2001","0","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2001","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2001","0","MW"
"Capacidad instalada por fuente","Total","Bolivia","2001","1252.5143426836","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2002","456.66249958038","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2002","864.06549048114","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2002","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2002","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2002","0","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2002","0","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2002","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2002","0","MW"
"Capacidad instalada por fuente","Total","Bolivia","2002","1320.7279900615","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2003","439.69249950707","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2003","844.26805157661","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2003","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2003","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2003","0","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2003","0","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2003","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2003","0","MW"
"Capacidad instalada por fuente","Total","Bolivia","2003","1283.9605510837","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2004","453.567","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2004","893.80124987364","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2004","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2004","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2004","0","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2004","0","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2004","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2004","0","MW"
"Capacidad instalada por fuente","Total","Bolivia","2004","1347.3682498736","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2005","460.992","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2005","893.80524988961","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2005","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2005","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2005","0","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2005","0","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2005","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2005","0","MW"
"Capacidad instalada por fuente","Total","Bolivia","2005","1354.7972498896","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2006","483.27925","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2006","926.24264996448","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2006","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2006","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2006","0","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2006","0","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2006","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2006","0","MW"
"Capacidad instalada por fuente","Total","Bolivia","2006","1409.5218999645","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2007","485.40325","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2007","987.6879","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2007","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2007","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2007","0","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2007","0","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2007","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2007","25","MW"
"Capacidad instalada por fuente","Total","Bolivia","2007","1498.09115","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2008","480.77825","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2008","993.5087","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2008","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2008","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2008","0","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2008","0","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2008","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2008","25","MW"
"Capacidad instalada por fuente","Total","Bolivia","2008","1499.28695","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2009","488.13925","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2009","1012.4198","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2009","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2009","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2009","0","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2009","0","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2009","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2009","25","MW"
"Capacidad instalada por fuente","Total","Bolivia","2009","1525.55905","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2010","488.20925","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2010","1121.6257","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2010","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2010","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2010","0","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2010","0","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2010","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2010","25","MW"
"Capacidad instalada por fuente","Total","Bolivia","2010","1634.83495","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2011","493.80095","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2011","1180.7209777778","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2011","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2011","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2011","0","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2011","0","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2011","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2011","25","MW"
"Capacidad instalada por fuente","Total","Bolivia","2011","1699.5219277778","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2012","493.77","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2012","1366.238","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2012","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2012","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2012","0","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2012","0","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2012","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2012","25","MW"
"Capacidad instalada por fuente","Total","Bolivia","2012","1885.008","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2013","493.21","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2013","1416.474","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2013","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2013","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2013","0","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2013","0","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2013","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2013","50","MW"
"Capacidad instalada por fuente","Total","Bolivia","2013","1959.684","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2014","493.76","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2014","1694.42","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2014","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2014","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2014","3","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2014","5.26","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2014","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2014","60","MW"
"Capacidad instalada por fuente","Total","Bolivia","2014","2256.44","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2015","494.865","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2015","1804.2722","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2015","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2015","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2015","3","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2015","5.26","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2015","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2015","98.5","MW"
"Capacidad instalada por fuente","Total","Bolivia","2015","2405.8972","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2016","494.51","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2016","1795.7731","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2016","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2016","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2016","27","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2016","5.26","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2016","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2016","98.5","MW"
"Capacidad instalada por fuente","Total","Bolivia","2016","2421.0431","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2017","619.425","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2017","1842.0296","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2017","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2017","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2017","27","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2017","10.9","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2017","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2017","86","MW"
"Capacidad instalada por fuente","Total","Bolivia","2017","2585.3546","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2018","690.225","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2018","1855.6525","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2018","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2018","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2018","27","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2018","71","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2018","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2018","127.5","MW"
"Capacidad instalada por fuente","Total","Bolivia","2018","2771.3775","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2019","759.225","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2019","2669.6207","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2019","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2019","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2019","27","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2019","121","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2019","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2019","127.5","MW"
"Capacidad instalada por fuente","Total","Bolivia","2019","3704.3457","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2020","759.225","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2020","2677.1287","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2020","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2020","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2020","27","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2020","121.7371","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2020","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2020","127.5","MW"
"Capacidad instalada por fuente","Total","Bolivia","2020","3712.5908","MW"
"Capacidad instalada por fuente","Hidro","Bolivia","2021","759.175","MW"
"Capacidad instalada por fuente","Térmica no renovable","Bolivia","2021","2923.7319","MW"
"Capacidad instalada por fuente","Nuclear","Bolivia","2021","","MW"
"Capacidad instalada por fuente","Geotermia","Bolivia","2021","","MW"
"Capacidad instalada por fuente","Eólica","Bolivia","2021","129.2","MW"
"Capacidad instalada por fuente","Solar","Bolivia","2021","171.7071","MW"
"Capacidad instalada por fuente","Otros","Bolivia","2021","","MW"
"Capacidad instalada por fuente","Térmica renovable","Bolivia","2021","152.5","MW"
"Capacidad instalada por fuente","Total","Bolivia","2021","4136.314","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2000","61063","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2000","8778.2484458179","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2000","1966","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2000","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2000","19.025","MW"
"Capacidad instalada por fuente","Solar","Brasil","2000","0","MW"
"Capacidad instalada por fuente","Otros","Brasil","2000","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2000","1844.7515541821","MW"
"Capacidad instalada por fuente","Total","Brasil","2000","73671.025","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2001","62409","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2001","8500.3170442571","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2001","1966","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2001","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2001","21","MW"
"Capacidad instalada por fuente","Solar","Brasil","2001","0","MW"
"Capacidad instalada por fuente","Otros","Brasil","2001","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2001","1980.6829557429","MW"
"Capacidad instalada por fuente","Total","Brasil","2001","74877","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2002","64473.5","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2002","11419.964885668","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2002","2007","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2002","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2002","22","MW"
"Capacidad instalada por fuente","Solar","Brasil","2002","0","MW"
"Capacidad instalada por fuente","Otros","Brasil","2002","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2002","2392.6351143318","MW"
"Capacidad instalada por fuente","Total","Brasil","2002","80315.1","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2003","67698","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2003","13230.101282425","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2003","2007","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2003","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2003","22","MW"
"Capacidad instalada por fuente","Solar","Brasil","2003","0","MW"
"Capacidad instalada por fuente","Otros","Brasil","2003","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2003","2899.8987175751","MW"
"Capacidad instalada por fuente","Total","Brasil","2003","85857","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2004","69087.5","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2004","16332.909130271","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2004","2007","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2004","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2004","29","MW"
"Capacidad instalada por fuente","Solar","Brasil","2004","0","MW"
"Capacidad instalada por fuente","Otros","Brasil","2004","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2004","3222.690869729","MW"
"Capacidad instalada por fuente","Total","Brasil","2004","90679.1","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2005","71059.1","MW"
