Indicador,Fuente,ISO Alfa3,ISO N,Código,País,Año,Valor,Unidad
Capacidad instalada por fuente,Nuclear,,,Subregión,América del Sur,2007,3012,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América del Sur,2007,0,MW
Capacidad instalada por fuente,Eólica,,,Subregión,América del Sur,2007,"286,728133",MW
Capacidad instalada por fuente,Solar,,,Subregión,América del Sur,2007,"0,944074",MW
Capacidad instalada por fuente,Otros,,,Subregión,América del Sur,2007,0,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América del Sur,2007,"4462,389",MW
Capacidad instalada por fuente,Total,,,Subregión,América del Sur,2007,"198099,3141",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América del Sur,2008,"132297,5447",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América del Sur,2008,"62768,14072",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América del Sur,2008,3012,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América del Sur,2008,0,MW
Capacidad instalada por fuente,Eólica,,,Subregión,América del Sur,2008,"452,328133",MW
Capacidad instalada por fuente,Solar,,,Subregión,América del Sur,2008,"1,279899",MW
Capacidad instalada por fuente,Otros,,,Subregión,América del Sur,2008,0,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América del Sur,2008,"5461,345185",MW
Capacidad instalada por fuente,Total,,,Subregión,América del Sur,2008,"203992,6386",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América del Sur,2009,"133831,4735",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América del Sur,2009,"66008,11026",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América del Sur,2009,3012,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América del Sur,2009,0,MW
Capacidad instalada por fuente,Eólica,,,Subregión,América del Sur,2009,"735,928133",MW
Capacidad instalada por fuente,Solar,,,Subregión,América del Sur,2009,"1,717459",MW
Capacidad instalada por fuente,Otros,,,Subregión,América del Sur,2009,0,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América del Sur,2009,"6222,376434",MW
Capacidad instalada por fuente,Total,,,Subregión,América del Sur,2009,"209811,6057",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América del Sur,2010,"136563,3882",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América del Sur,2010,"74340,11683",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América del Sur,2010,3012,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América del Sur,2010,0,MW
Capacidad instalada por fuente,Eólica,,,Subregión,América del Sur,2010,"1154,814333",MW
Capacidad instalada por fuente,Solar,,,Subregión,América del Sur,2010,"3,3580439",MW
Capacidad instalada por fuente,Otros,,,Subregión,América del Sur,2010,0,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América del Sur,2010,"8526,686",MW
Capacidad instalada por fuente,Total,,,Subregión,América del Sur,2010,"223600,3634",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América del Sur,2011,"139806,4383",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América del Sur,2011,"77423,5618",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América del Sur,2011,3012,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América del Sur,2011,0,MW
Capacidad instalada por fuente,Eólica,,,Subregión,América del Sur,2011,"1693,533133",MW
Capacidad instalada por fuente,Solar,,,Subregión,América del Sur,2011,"6,042948",MW
Capacidad instalada por fuente,Otros,,,Subregión,América del Sur,2011,0,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América del Sur,2011,"9728,765948",MW
Capacidad instalada por fuente,Total,,,Subregión,América del Sur,2011,"231670,3421",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América del Sur,2012,"142532,6843",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América del Sur,2012,"83354,87147",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América del Sur,2012,3012,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América del Sur,2012,0,MW
Capacidad instalada por fuente,Eólica,,,Subregión,América del Sur,2012,"2302,75756",MW
Capacidad instalada por fuente,Solar,,,Subregión,América del Sur,2012,"94,3602168",MW
Capacidad instalada por fuente,Otros,,,Subregión,América del Sur,2012,0,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América del Sur,2012,"10802,69026",MW
Capacidad instalada por fuente,Total,,,Subregión,América del Sur,2012,"242099,3638",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América del Sur,2013,"144736,5693",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América del Sur,2013,"89764,30183",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América del Sur,2013,3000,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América del Sur,2013,0,MW
Capacidad instalada por fuente,Eólica,,,Subregión,América del Sur,2013,"2804,67185",MW
Capacidad instalada por fuente,Solar,,,Subregión,América del Sur,2013,"111,8024929",MW
Capacidad instalada por fuente,Otros,,,Subregión,América del Sur,2013,0,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América del Sur,2013,"12714,92249",MW
Capacidad instalada por fuente,Total,,,Subregión,América del Sur,2013,"253132,2679",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América del Sur,2014,"149444,7413",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América del Sur,2014,"90223,0977",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América del Sur,2014,3000,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América del Sur,2014,0,MW
Capacidad instalada por fuente,Eólica,,,Subregión,América del Sur,2014,"6527,2705",MW
Capacidad instalada por fuente,Solar,,,Subregión,América del Sur,2014,"386,58622",MW
Capacidad instalada por fuente,Otros,,,Subregión,América del Sur,2014,0,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América del Sur,2014,"13741,9174",MW
Capacidad instalada por fuente,Total,,,Subregión,América del Sur,2014,"263323,6131",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América del Sur,2015,"153493,896",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América del Sur,2015,"92963,38067",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América del Sur,2015,3745,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América del Sur,2015,0,MW
Capacidad instalada por fuente,Eólica,,,Subregión,América del Sur,2015,"9919,1445",MW
Capacidad instalada por fuente,Solar,,,Subregión,América del Sur,2015,"789,2213134",MW
Capacidad instalada por fuente,Otros,,,Subregión,América del Sur,2015,0,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América del Sur,2015,"14661,72965",MW
Capacidad instalada por fuente,Total,,,Subregión,América del Sur,2015,"275572,3722",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América del Sur,2016,"162159,6616",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América del Sur,2016,"97736,11354",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América del Sur,2016,3745,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América del Sur,2016,0,MW
Capacidad instalada por fuente,Eólica,,,Subregión,América del Sur,2016,"13026,96572",MW
Capacidad instalada por fuente,Solar,,,Subregión,América del Sur,2016,"1612,989475",MW
Capacidad instalada por fuente,Otros,,,Subregión,América del Sur,2016,0,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América del Sur,2016,"15671,02252",MW
Capacidad instalada por fuente,Total,,,Subregión,América del Sur,2016,"293951,7529",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América del Sur,2017,"166029,2933",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América del Sur,2017,"99164,06255",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América del Sur,2017,3745,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América del Sur,2017,55,MW
Capacidad instalada por fuente,Eólica,,,Subregión,América del Sur,2017,"15807,29386",MW
Capacidad instalada por fuente,Solar,,,Subregión,América del Sur,2017,"3919,769305",MW
Capacidad instalada por fuente,Otros,,,Subregión,América del Sur,2017,0,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América del Sur,2017,"16456,8155",MW
Capacidad instalada por fuente,Total,,,Subregión,América del Sur,2017,"305177,2345",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América del Sur,2018,"170785,4053",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América del Sur,2018,"100154,3558",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América del Sur,2018,3745,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América del Sur,2018,"44,91",MW
Capacidad instalada por fuente,Eólica,,,Subregión,América del Sur,2018,"18891,8154",MW
Capacidad instalada por fuente,Solar,,,Subregión,América del Sur,2018,"5643,56047",MW
Capacidad instalada por fuente,Otros,,,Subregión,América del Sur,2018,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América del Sur,2018,"16461,06009",MW
Capacidad instalada por fuente,Total,,,Subregión,América del Sur,2018,"315726,107",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América del Sur,2019,"176063,0056",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América del Sur,2019,"102891,8316",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América del Sur,2019,3745,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América del Sur,2019,"44,91",MW
Capacidad instalada por fuente,Eólica,,,Subregión,América del Sur,2019,"21137,21472",MW
Capacidad instalada por fuente,Solar,,,Subregión,América del Sur,2019,"8433,293989",MW
Capacidad instalada por fuente,Otros,,,Subregión,América del Sur,2019,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América del Sur,2019,"16625,92881",MW
Capacidad instalada por fuente,Total,,,Subregión,América del Sur,2019,"328941,1847",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América del Sur,2020,"176293,623",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América del Sur,2020,"105213,5147",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América del Sur,2020,3745,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América del Sur,2020,"44,91",MW
Capacidad instalada por fuente,Eólica,,,Subregión,América del Sur,2020,"24310,88621",MW
Capacidad instalada por fuente,Solar,,,Subregión,América del Sur,2020,"13035,02338",MW
Capacidad instalada por fuente,Otros,,,Subregión,América del Sur,2020,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América del Sur,2020,"17100,96319",MW
Capacidad instalada por fuente,Total,,,Subregión,América del Sur,2020,"339743,9205",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América del Sur,2021,"178724,5223",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América del Sur,2021,"108549,5746",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América del Sur,2021,3745,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América del Sur,2021,"77,91",MW
Capacidad instalada por fuente,Eólica,,,Subregión,América del Sur,2021,"29730,67481",MW
Capacidad instalada por fuente,Solar,,,Subregión,América del Sur,2021,"21571,99524",MW
Capacidad instalada por fuente,Otros,,,Subregión,América del Sur,2021,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América del Sur,2021,"17875,30962",MW
Capacidad instalada por fuente,Total,,,Subregión,América del Sur,2021,"360274,9865",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América Latina y el Caribe,1991,435,MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América Latina y el Caribe,1991,232,MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América Latina y el Caribe,1991,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América Latina y el Caribe,1991,0,MW
Capacidad instalada por fuente,Eólica,,,Subregión,América Latina y el Caribe,1991,0,MW
Capacidad instalada por fuente,Solar,,,Subregión,América Latina y el Caribe,1991,0,MW
Capacidad instalada por fuente,Otros,,,Subregión,América Latina y el Caribe,1991,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América Latina y el Caribe,1991,0,MW
Capacidad instalada por fuente,Total,,,Subregión,América Latina y el Caribe,1991,667,MW
Capacidad instalada por fuente,Hidro,,,Subregión,América Latina y el Caribe,1992,435,MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América Latina y el Caribe,1992,232,MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América Latina y el Caribe,1992,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América Latina y el Caribe,1992,0,MW
Capacidad instalada por fuente,Eólica,,,Subregión,América Latina y el Caribe,1992,0,MW
Capacidad instalada por fuente,Solar,,,Subregión,América Latina y el Caribe,1992,0,MW
Capacidad instalada por fuente,Otros,,,Subregión,América Latina y el Caribe,1992,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América Latina y el Caribe,1992,"4,1",MW
Capacidad instalada por fuente,Total,,,Subregión,América Latina y el Caribe,1992,"671,1",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América Latina y el Caribe,1993,"437,9",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América Latina y el Caribe,1993,"271,8",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América Latina y el Caribe,1993,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,América Latina y el Caribe,1993,0,MW
Capacidad instalada por fuente,Eólica,,,Subregión,América Latina y el Caribe,1993,0,MW
Capacidad instalada por fuente,Solar,,,Subregión,América Latina y el Caribe,1993,0,MW
Capacidad instalada por fuente,Otros,,,Subregión,América Latina y el Caribe,1993,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,América Latina y el Caribe,1993,18,MW
Capacidad instalada por fuente,Total,,,Subregión,América Latina y el Caribe,1993,"727,7",MW
Capacidad instalada por fuente,Hidro,,,Subregión,América Latina y el Caribe,1994,"437,9",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,América Latina y el Caribe,1994,"319,7",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,América Latina y el Caribe,1994,,MW
