"Indicador","Fuente"," ISO Alfa3","ISO  N","Codigo","País","Año","Valor","Unidad"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2005","0","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2005","0","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2005","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2005","613.5","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2005","7219.78","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2006","3236.416190365","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2006","3332.9148382428","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2006","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2006","141.03648535994","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2006","0","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2006","0","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2006","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2006","697.75945388602","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2006","7408.1269678537","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2007","2982.3536712687","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2007","3934.1686727374","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2007","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2007","230.02195868828","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2007","0","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2007","0","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2007","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2007","769.38379285389","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2007","7915.9280955483","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2008","3623.3031901933","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2008","3346.9629774797","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2008","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2008","271.58937811108","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2008","0","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2008","0","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2008","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2008","656.40698091569","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2008","7898.2625266997","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2009","2892.0280424929","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2009","3773.2554238619","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2009","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2009","280.3905304356","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2009","0","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2009","0","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2009","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2009","1025.4282255931","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2009","7971.1022223835","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2010","3762.0104626847","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2010","2993.0720604217","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2010","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2010","256.31280075434","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2010","0","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2010","0","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2010","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2010","892.96072520868","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2010","7904.3560490694","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2011","4085.2906365835","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2011","2986.0704864858","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2011","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2011","233.69247285541","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2011","0","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2011","0","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2011","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2011","822.25129338015","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2011","8127.3048893048","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2012","4510.4574491407","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2012","3076.5494472006","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2012","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2012","254.11027882483","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2012","0","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2012","0","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2012","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2012","1007.3657481984","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2012","8848.4829233645","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2013","4653.8579374702","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2013","3147.2960186681","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2013","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2013","213.7171169802","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2013","0","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2013","0","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2013","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2013","1299.5534108751","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2013","9314.4244839936","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2014","4749.6811989639","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2014","3184.351482088","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2014","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2014","242.64675690359","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2014","0","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2014","7.2277757375538","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2014","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2014","1443.4900687286","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2014","9627.3972824216","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2015","3953.0619039634","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2015","4446.9153131075","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2015","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2015","258.09985862508","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2015","110.61422512504","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2015","153.07221052656","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2015","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2015","1644.6882766066","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2015","10566.451787954","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2016","3880.4953954789","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2016","4831.7318773795","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2016","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2016","211.76744783587","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2016","282.62369119284","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2016","188.87366969145","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2016","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2016","1742.2165167902","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2016","11137.708598369","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2017","5765.3281374621","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2017","3460.0364348498","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2017","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2017","253.04762011513","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2017","218.05500922138","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2017","198.20302272102","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2017","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2017","1595.2285772233","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2017","11489.898801593","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2018","5190.984977875","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2018","4791.6157057166","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2018","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2018","249.75397003569","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2018","319.50070182949","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2018","208.31297943067","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2018","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2018","1762.2229346751","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2018","12522.391269563","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2019","4381.1294840102","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2019","5147.3313302649","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2019","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2019","262.13696641075","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2019","330.77653863802","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2019","233.40521704925","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2019","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2019","1873.4528117329","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2019","12228.232348106","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2020","5816.5378613733","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2020","2749.5483072865","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2020","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2020","273.85602841188","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2020","312.68393327129","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2020","221.50676212552","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2020","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2020","1747.9294056577","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2020","11122.062298126","GWh"
"Generación eléctrica por fuente","Hidro","GTM","320","América Latina","Guatemala","2021","5960.2929612886","GWh"
"Generación eléctrica por fuente","Térmica no renovable","GTM","320","América Latina","Guatemala","2021","3419.3026015279","GWh"
"Generación eléctrica por fuente","Nuclear","GTM","320","América Latina","Guatemala","2021","","GWh"
"Generación eléctrica por fuente","Geotermia","GTM","320","América Latina","Guatemala","2021","264.96828168511","GWh"
"Generación eléctrica por fuente","Eólica","GTM","320","América Latina","Guatemala","2021","323.79532019711","GWh"
"Generación eléctrica por fuente","Solar","GTM","320","América Latina","Guatemala","2021","229.60029964766","GWh"
"Generación eléctrica por fuente","Otros","GTM","320","América Latina","Guatemala","2021","","GWh"
"Generación eléctrica por fuente","Térmica renovable","GTM","320","América Latina","Guatemala","2021","1745.1177161655","GWh"
"Generación eléctrica por fuente","Total","GTM","320","América Latina","Guatemala","2021","11943.077180512","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2000","3.942","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2000","857.792","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2000","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2000","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2000","0.0284992","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2000","0.0157388","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2000","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2000","38.441","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2000","900.219238","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2001","3.942","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2001","880.554","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2001","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2001","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2001","0.0284992","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2001","0.0157388","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2001","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2001","39.24","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2001","923.780238","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2002","3.942","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2002","875.994","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2002","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2002","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2002","0.0284992","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2002","0.0157388","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2002","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2002","46.378","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2002","926.358238","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2003","1.971","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2003","781.294","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2003","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2003","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2003","0.0284992","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2003","0.0244609568","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2003","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2003","44.261","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2003","827.5789601568","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2004","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2004","815.21764","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2004","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2004","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2004","0.0284992","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2004","0.0244609568","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2004","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2004","48.118","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2004","863.3886001568","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2005","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2005","611.3206","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2005","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2005","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2005","0.0284992","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2005","0.0259032032","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2005","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2005","40.769","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2005","652.1440024032","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2006","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2006","625.903","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2006","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2006","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2006","0.0284992","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2006","0.0365197392","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2006","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2006","41.082","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2006","667.0500189392","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2007","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2007","660.327","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2007","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2007","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2007","0.0284992","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2007","0.0373066792","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2007","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2007","43.678","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2007","704.0708058792","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2008","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2008","678.7898","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2008","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2008","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2008","0.071248","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2008","0.0975791292","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2008","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2008","37.018","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2008","715.9766271292","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2009","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2009","759.546745","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2009","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2009","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2009","0.071248","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2009","0.1279979372","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2009","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2009","71.78426","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2009","831.5302509372","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2010","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2010","779.30248","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2010","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2010","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2010","0.071248","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2010","0.2478846692","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2010","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2010","93.00826","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2010","872.6298726692","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2011","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2011","824.9271277","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2011","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2011","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2011","0.071248","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2011","1.3325240712","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2011","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2011","90.692652","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2011","917.0235517712","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2012","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2012","873.2781787","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2012","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2012","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2012","0.1100256","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2012","1.4065178932","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2012","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2012","69.197412","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2012","943.9921341932","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2013","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2013","876.73497898","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2013","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2013","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2013","0.1203624","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2013","1.488439778","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2013","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2013","83.54538396","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2013","961.889165118","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2014","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2014","899.01624219383","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2014","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2014","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2014","0.1314","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2014","1.55234646","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2014","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2014","78.203164","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2014","978.90315265383","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2015","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2015","935.48227212","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2015","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2015","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2015","0.3504","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2015","2.17635411","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2015","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2015","63.137230673699","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2015","1001.1462569037","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2016","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2016","993.60689267121","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2016","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2016","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2016","0.3504","GWh"
