"Indicador","Fuente"," ISO Alfa3","ISO  N","Codigo","País","Año","Valor","Unidad"
"Generación eléctrica por fuente","Solar","ARG","32","América Latina","Argentina","2021","2196","GWh"
"Generación eléctrica por fuente","Otros","ARG","32","América Latina","Argentina","2021","","GWh"
"Generación eléctrica por fuente","Térmica renovable","ARG","32","América Latina","Argentina","2021","1128","GWh"
"Generación eléctrica por fuente","Total","ARG","32","América Latina","Argentina","2021","136268","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2005","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2005","992.48","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2005","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2005","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2005","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2005","0.31","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2005","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2005","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2005","992.79","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2006","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2006","1020.3551374239","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2006","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2006","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2006","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2006","0.31","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2006","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2006","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2006","1020.6651374239","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2007","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2007","1049.2304473509","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2007","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2007","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2007","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2007","0.93","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2007","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2007","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2007","1050.1604473509","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2008","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2008","1053.6585973398","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2008","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2008","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2008","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2008","0.93","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2008","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2008","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2008","1054.5885973398","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2009","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2009","1068.3781973026","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2009","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2009","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2009","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2009","1.24","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2009","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2009","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2009","1069.6181973026","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2010","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2010","1078.3134472775","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2010","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2010","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2010","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2010","1.55","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2010","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2010","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2010","1079.8634472775","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2011","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2011","1044.0224473641","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2011","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2011","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2011","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2011","2.64","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2011","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2011","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2011","1046.6624473641","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2012","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2012","1024.2852774139","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2012","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2012","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2012","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2012","0.098117999752276","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2012","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2012","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2012","1024.3833954137","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2013","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2013","1012.4933474437","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2013","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2013","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2013","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2013","0.54","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2013","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2013","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2013","1013.0333474437","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2014","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2014","997.73386748097","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2014","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2014","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2014","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2014","5.308698","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2014","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2014","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2014","1003.042565481","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2015","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2015","1009.7083974507","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2015","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2015","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2015","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2015","17.3","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2015","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2015","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2015","1027.0083974507","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2016","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2016","1019.523247426","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2016","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2016","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2016","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2016","26.55","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2016","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2016","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2016","1046.073247426","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2017","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2017","991.79195749597","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2017","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2017","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2017","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2017","37.744550904704","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2017","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2017","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2017","1029.5365084007","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2018","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2018","993.91329749061","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2018","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2018","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2018","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2018","44.089031888686","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2018","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2018","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2018","1038.0023293793","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2019","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2019","1000.5690813434","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2019","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2019","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2019","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2019","52","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2019","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2019","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2019","1052.5690813434","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2020","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2020","982.3132","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2020","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2020","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2020","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2020","68.6577","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2020","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2020","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2020","1050.9709","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Barbados","2021","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Barbados","2021","991.7719","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Barbados","2021","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Barbados","2021","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Barbados","2021","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Barbados","2021","84.5819","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Barbados","2021","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Barbados","2021","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Barbados","2021","1076.3538","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2005","116.79513875198","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2005","10.714292729232","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2005","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2005","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2005","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2005","0.26660972989573","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2005","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2005","22.053958788894","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2005","149.83","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2006","162.03834674213","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2006","14.864713539515","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2006","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2006","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2006","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2006","0.36988696892095","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2006","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2006","30.597052749432","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2006","207.87","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2007","166.41144110507","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2007","15.265882746022","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2007","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2007","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2007","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2007","0.37986948633879","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2007","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2007","31.422806662571","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2007","213.48","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2008","167.74441639217","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2008","15.388164268862","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2008","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2008","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2008","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2008","0.38291228576562","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2008","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2008","31.674507053207","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2008","215.19","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2009","200.00865448163","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2009","18.347949198868","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2009","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2009","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2009","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2009","0.45656226721382","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2009","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2009","37.766834052288","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2009","256.58","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2010","323.43748896063","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2010","29.670789155798","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2010","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2010","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2010","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2010","0.73831481764892","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2010","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2010","61.073407065927","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2010","414.92","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2011","302.73552751609","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2011","27.771678650376","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2011","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2011","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2011","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2011","0.69105819029253","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2011","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2011","57.164338508573","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2011","388.36260286533","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2012","330.31626523395","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2012","30.301819037681","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2012","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2012","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2012","0","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2012","0.75401708662895","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2012","0","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2012","62.372298869737","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2012","423.74440022799","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2013","258.749617","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2013","23.736597","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2013","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2013","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2013","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2013","0.590651","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2013","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2013","48.858655","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2013","331.93552","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2014","256.26261801562","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2014","26.5061643865","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2014","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2014","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2014","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2014","0.6234504","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2014","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2014","66.35549","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2014","349.74772280213","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2015","253.9","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2015","41.932392489607","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2015","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2015","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2015","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2015","0.62942845","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2015","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2015","83.252633104","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2015","379.71445404361","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2016","260.2475","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2016","49.1986097575","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2016","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2016","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2016","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2016","0.3230094","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2016","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2016","78.983036792","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2016","388.7521559495","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2017","270.5806767664","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2017","52.851424644688","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2017","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2017","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2017","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2017","0.0409902","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2017","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2017","82.339203865855","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2017","405.81229547694","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2018","249.6955493312","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2018","71.901075633","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2018","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2018","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2018","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2018","0.59262765","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2018","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2018","93.834122","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2018","416.0233746142","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2019","74.707110737519","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2019","137.23734732731","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2019","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2019","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2019","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2019","0.65797370886076","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2019","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2019","92.399909576592","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2019","305.00234135028","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2020","242","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2020","41","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2020","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2020","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2020","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2020","0.6","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2020","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2020","149.5","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2020","433.1","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Belice","2021","157.61997123083","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Belice","2021","67.611779634264","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Belice","2021","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Belice","2021","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Belice","2021","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Belice","2021","2.758310414","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Belice","2021","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Belice","2021","57.508229965271","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Belice","2021","285.49829124437","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2000","1920.84868","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2000","1746.012643","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2000","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2000","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2000","0","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2000","0","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2000","","GWh"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2000","0","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2000","3666.861323","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2001","2129.0028755778","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2001","1632.81912331","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2001","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2001","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2001","0","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2001","0","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2001","","GWh"
